timestamp_utc,task,status,source,message,rows_written,output_path
2026-06-14T13:01:02+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T13:01:02+00:00,standings,skipped,espn_json,Standings fetch skipped by --no-standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T13:34:49+00:00,scoreboard:default,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T13:34:49+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T13:34:50+00:00,standings,success,espn_json,Fetched standings JSON from https://site.api.espn.com/apis/v2/sports/soccer/fifa.world/standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_standings.json
2026-06-14T13:34:50+00:00,group_standings,success,espn_json,Wrote normalized standings,48,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T13:34:51+00:00,scoreboard:20260614,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=20260614,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T13:34:51+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T13:34:51+00:00,standings,skipped,espn_json,Standings fetch skipped by --no-standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T13:49:54+00:00,scoreboard:default,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T13:49:54+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T13:49:55+00:00,standings,success,espn_json,Fetched standings JSON from https://site.api.espn.com/apis/v2/sports/soccer/fifa.world/standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_standings.json
2026-06-14T13:49:55+00:00,group_standings,success,espn_json,Wrote normalized standings,48,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T13:49:56+00:00,scoreboard:20260614,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=20260614,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T13:49:56+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T13:49:56+00:00,standings,skipped,espn_json,Standings fetch skipped by --no-standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T14:04:59+00:00,scoreboard:default,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T14:04:59+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T14:04:59+00:00,standings,success,espn_json,Fetched standings JSON from https://site.api.espn.com/apis/v2/sports/soccer/fifa.world/standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_standings.json
2026-06-14T14:04:59+00:00,group_standings,success,espn_json,Wrote normalized standings,48,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T14:05:00+00:00,scoreboard:20260614,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=20260614,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T14:05:00+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T14:05:00+00:00,standings,skipped,espn_json,Standings fetch skipped by --no-standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T14:20:04+00:00,scoreboard:default,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T14:20:04+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T14:20:04+00:00,standings,success,espn_json,Fetched standings JSON from https://site.api.espn.com/apis/v2/sports/soccer/fifa.world/standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_standings.json
2026-06-14T14:20:04+00:00,group_standings,success,espn_json,Wrote normalized standings,48,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T14:20:05+00:00,scoreboard:20260614,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=20260614,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T14:20:05+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T14:20:05+00:00,standings,skipped,espn_json,Standings fetch skipped by --no-standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T14:35:09+00:00,scoreboard:default,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T14:35:09+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T14:35:09+00:00,standings,success,espn_json,Fetched standings JSON from https://site.api.espn.com/apis/v2/sports/soccer/fifa.world/standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_standings.json
2026-06-14T14:35:09+00:00,group_standings,success,espn_json,Wrote normalized standings,48,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T14:35:10+00:00,scoreboard:20260614,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=20260614,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T14:35:10+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T14:35:10+00:00,standings,skipped,espn_json,Standings fetch skipped by --no-standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T14:50:14+00:00,scoreboard:default,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T14:50:14+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T14:50:14+00:00,standings,success,espn_json,Fetched standings JSON from https://site.api.espn.com/apis/v2/sports/soccer/fifa.world/standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_standings.json
2026-06-14T14:50:14+00:00,group_standings,success,espn_json,Wrote normalized standings,48,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T14:50:16+00:00,scoreboard:20260614,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard?dates=20260614,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T14:50:16+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T14:50:16+00:00,standings,skipped,espn_json,Standings fetch skipped by --no-standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/group_standings.csv
2026-06-14T15:05:19+00:00,scoreboard:default,success,espn_json,Fetched scoreboard JSON from https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/scoreboard,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_scoreboard_20260614.json
2026-06-14T15:05:19+00:00,fixtures_results,success,espn_json,Wrote normalized fixtures/results rows for 1 scoreboard request(s),12,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/fixtures_results.csv
2026-06-14T15:05:20+00:00,standings,success,espn_json,Fetched standings JSON from https://site.api.espn.com/apis/v2/sports/soccer/fifa.world/standings,0,/Users/joe/Desktop/McGill/projects/FIFAproject2026/output/live/raw/espn_standings.json
