completed_matches,status,n_completed_matches,accuracy,mean_brier_score,mean_log_loss,mean_actual_outcome_probability,predicted_draw_rate,predicted_pick_draw_rate,actual_draw_rate,draw_calibration_error
4,evaluated,4,0.5,0.6656709630977,1.0425343390143984,0.40154633622245495,0.26458200009058486,0.0,0.5,0.23541799990941514
