model_version,n_matches,accuracy,mean_brier_score,mean_log_loss,mean_actual_outcome_probability,goal_mae,goal_rmse,model_status,parameter_config_path,rating_col,bracket_source,uses_random_pairing,random_seed_used_for
v2_tuned_default,1989,0.6058320764203117,0.5206555892863771,0.8843398021975011,0.48127519968459714,0.9804825569424727,1.2795985250570001,default,/Users/joe/Desktop/McGill/projects/FIFAproject2026/config/model_params_default.json,anchored_final_strength,matches.csv,False,"['scoreline_sampling', 'tiebreakers']"
