model_version,n_matches,accuracy,mean_brier_score,mean_log_loss,mean_actual_outcome_probability,goal_mae,goal_rmse
cupcast_rolling_weighted_elo_total_share_poisson_v1,1989,0.6058320764203117,0.5221322465537835,0.8888611799772524,0.47505564813002277,0.9775923798297971,1.279468121944167
