base_total_goals,share_scale,mismatch_total_bonus,mismatch_scale,draw_boost_max,draw_boost_scale,status,error,n_matches,accuracy,mean_brier_score,mean_log_loss,mean_actual_outcome_probability,predicted_draw_rate,actual_draw_rate,draw_calibration_error,goal_mae,goal_rmse
2.75,250,0.9,800,0.035,100,ok,,866,0.6004618937644342,0.5302383620579565,0.9004129240296453,0.4633521060199935,0.21873810792542087,0.22632794457274827,0.007589836647327403,0.9606124399961199,1.261006411752607
2.75,250,0.7,800,0.035,300,ok,,866,0.6004618937644342,0.5304318264815655,0.9004192793431758,0.4600774973152452,0.22947065493871596,0.22632794457274827,0.0031427103659676936,0.9606241435236172,1.261544270116653
2.75,250,0.7,800,0.035,100,ok,,866,0.6004618937644342,0.5302413006703373,0.9004248107423605,0.46334113950870176,0.218747585518204,0.22632794457274827,0.007580359054544267,0.9606241435236172,1.261544270116653
2.55,250,0.9,500,0.015,150,ok,,866,0.6004618937644342,0.5303039733410141,0.9004319044323895,0.4632621510942276,0.21851730880218384,0.22632794457274827,0.007810635770564428,0.9494045869650871,1.2556939514247478
2.65,250,0.9,500,0.015,150,ok,,866,0.6004618937644342,0.530310617276031,0.9004359206626551,0.4655642993991266,0.21310716547467018,0.22632794457274827,0.01322077909807809,0.9607695913338303,1.2597151115031504
2.65,250,0.7,650,0.035,220,ok,,866,0.6004618937644342,0.5304105945340282,0.9004374375883464,0.46034659796265276,0.22921914403961374,0.22632794457274827,0.002891199466865474,0.9536556472252439,1.2587544774004202
2.75,250,0.9,500,0.025,100,ok,,866,0.6004618937644342,0.5303178724442691,0.9004386286675233,0.46778764280442336,0.209307249946466,0.22632794457274827,0.01702069462628228,0.973506505424559,1.265970682758097
2.75,250,0.9,800,0.025,300,ok,,866,0.6004618937644342,0.5303707904963849,0.9004394249778604,0.46145366437302066,0.22345389985370012,0.22632794457274827,0.0028740447190481466,0.9606124399961199,1.261006411752607
2.75,250,0.9,650,0.025,100,ok,,866,0.6004618937644342,0.5302791249214703,0.9004463329403296,0.4654043082341638,0.21319276975277066,0.22632794457274827,0.013135174819977613,0.9652309875833182,1.2617791725116114
2.65,250,0.7,500,0.025,220,ok,,866,0.6004618937644342,0.5303311172259466,0.9004485883101115,0.4634991837391841,0.22032189862055737,0.22632794457274827,0.006006045952190897,0.9615161574706086,1.262505425033805
2.75,250,0.9,800,0.025,220,ok,,866,0.6004618937644342,0.5303356250817973,0.9004492971856832,0.46218496141939974,0.22128669212057037,0.22632794457274827,0.005041252452177902,0.9606124399961199,1.261006411752607
2.75,250,0.7,800,0.025,300,ok,,866,0.6004618937644342,0.5303738518298654,0.9004513448278458,0.4614427032521315,0.22346337744648326,0.22632794457274827,0.0028645671262650108,0.9606241435236172,1.261544270116653
2.75,250,0.9,650,0.015,300,ok,,866,0.6004618937644342,0.5303480605712213,0.9004560847322228,0.46443578426776844,0.21484482756090365,0.22632794457274827,0.011483117011844624,0.9652309875833182,1.2617791725116114
2.65,250,0.7,650,0.025,220,ok,,866,0.6004618937644342,0.5303569336860067,0.9004567767367456,0.4614177118683482,0.22407874964063298,0.22632794457274827,0.0022491949321152838,0.9536556472252439,1.2587544774004202
2.65,250,0.9,650,0.025,100,ok,,866,0.6004618937644342,0.5302791678880974,0.9004579233892213,0.46309341837644474,0.21852116963407403,0.22632794457274827,0.007806774938674238,0.9536734250549359,1.2573832784639747
2.65,250,0.9,650,0.035,300,ok,,866,0.6004618937644342,0.5305052712934374,0.9004605153104902,0.4594016754170699,0.23218778242667237,0.22632794457274827,0.005859837853924105,0.9536734250549359,1.2573832784639747
2.75,250,0.7,800,0.025,220,ok,,866,0.6004618937644342,0.5303386200103172,0.9004611990810729,0.46217399739306664,0.22129616971335347,0.22632794457274827,0.005031774859394794,0.9606241435236172,1.261544270116653
2.75,250,0.9,500,0.015,220,ok,,866,0.6004618937644342,0.5303718508780461,0.9004613015305787,0.46725662964645454,0.20965898311472114,0.22632794457274827,0.016668961458027126,0.973506505424559,1.265970682758097
2.75,220,0.7,500,0.025,100,ok,,866,0.6004618937644342,0.531098226932208,0.9004655911264552,0.4780450476160761,0.2025373655533627,0.22632794457274827,0.023790579019385555,0.9718244114818921,1.2670063080192706
2.65,250,0.7,650,0.025,300,ok,,866,0.6004618937644342,0.5304096883483177,0.9004748578054682,0.4606871982443046,0.2262459573737627,0.22632794457274827,8.198719898555584e-05,0.9536556472252439,1.2587544774004202
2.65,250,0.7,650,0.025,150,ok,,866,0.6004618937644342,0.5303188717605481,0.9004841481057999,0.46227273068799385,0.22131772593927102,0.22632794457274827,0.005010218633477254,0.9536556472252439,1.2587544774004202
2.55,250,0.9,500,0.015,100,ok,,866,0.6004618937644342,0.530306449417117,0.9004881527787161,0.4637077906160732,0.21687864648265945,0.22632794457274827,0.00944929809008882,0.9494045869650871,1.2556939514247478
2.75,250,0.5,800,0.045,150,ok,,866,0.6004618937644342,0.530344651995888,0.9004920229293679,0.46139406826447094,0.22675252748703043,0.22632794457274827,0.00042458291428215666,0.9609451453887434,1.2636201915133987
2.65,250,0.9,650,0.045,220,ok,,866,0.6004618937644342,0.5305363595290824,0.9004967514240628,0.4593533092545485,0.2342940859992715,0.22632794457274827,0.007966141426523243,0.9536734250549359,1.2573832784639747
2.75,250,0.5,800,0.045,100,ok,,866,0.6004618937644342,0.5302629027340106,0.9004980080402395,0.46273291600889926,0.22183654052845736,0.22632794457274827,0.004491404044290909,0.9609451453887434,1.2636201915133987
2.75,250,0.5,650,0.045,150,ok,,866,0.6004618937644342,0.5303313577429819,0.9004994941550217,0.46256224539125024,0.22456835051000013,0.22632794457274827,0.0017595940627481432,0.9661070798444724,1.2662350626619938
2.55,250,0.9,500,0.045,220,ok,,866,0.6004618937644342,0.5305849896148298,0.9005005862916776,0.45953670600250673,0.23559510621994337,0.22632794457274827,0.009267161647195099,0.9494045869650871,1.2556939514247478
2.75,220,0.5,500,0.015,220,ok,,866,0.6004618937644342,0.5310636529423888,0.9005007493691602,0.47620659262767556,0.2043009261563107,0.22632794457274827,0.02202701841643756,0.9714447774226783,1.2688111837489233
2.65,250,0.7,500,0.035,100,ok,,866,0.6004618937644342,0.5302835462703164,0.9005077877283227,0.46466930639345017,0.2177733144254079,0.22632794457274827,0.00855463014734037,0.9615161574706086,1.262505425033805
2.75,250,0.9,800,0.025,150,ok,,866,0.6004618937644342,0.5303218954309793,0.9005159457801173,0.4630410070917095,0.2185256684192084,0.22632794457274827,0.007802276153539872,0.9606124399961199,1.261006411752607
2.65,250,0.7,500,0.045,300,ok,,866,0.6004618937644342,0.5305799830041587,0.9005258130466296,0.46003139599635456,0.2345036613381525,0.22632794457274827,0.00817571676540424,0.9615161574706086,1.262505425033805
2.75,250,0.7,650,0.025,100,ok,,866,0.6004618937644342,0.5303025244535672,0.9005271317356335,0.4653312098917202,0.2132538594616207,0.22632794457274827,0.013074085111127565,0.9652132097536262,1.263096869344892
2.75,250,0.9,650,0.015,220,ok,,866,0.6004618937644342,0.5303634904892116,0.9005273669964655,0.4648756104988822,0.21354450292102578,0.22632794457274827,0.012783441651722488,0.9652309875833182,1.2617791725116114
2.75,250,0.5,650,0.035,220,ok,,866,0.6004618937644342,0.5303798534615197,0.9005275430083555,0.4620929431447878,0.22439779877347085,0.22632794457274827,0.0019301457992774163,0.9661070798444724,1.2662350626619938
2.75,250,0.7,800,0.025,150,ok,,866,0.6004618937644342,0.5303248471088082,0.900527836012671,0.4630300411610372,0.21853514601199153,0.22632794457274827,0.007792798560756736,0.9606241435236172,1.261544270116653
2.75,250,0.5,650,0.045,220,ok,,866,0.6004618937644342,0.5304421420889317,0.9005281554427277,0.46101844781013535,0.22953819317245164,0.22632794457274827,0.003210248599703369,0.9661070798444724,1.2662350626619938
2.65,250,0.9,650,0.015,300,ok,,866,0.6004618937644342,0.5303865431512141,0.9005338357207896,0.46212836426332604,0.22017322744220696,0.22632794457274827,0.006154717130541304,0.9536734250549359,1.2573832784639747
2.75,220,0.5,800,0.0,100,ok,,866,0.6004618937644342,0.5310201912550878,0.9005357562127275,0.47537197439930623,0.20151881839065106,0.22632794457274827,0.024809126182097213,0.958360622690362,1.260578274600051
2.75,220,0.5,800,0.0,150,ok,,866,0.6004618937644342,0.5310201912550878,0.9005357562127275,0.47537197439930623,0.20151881839065106,0.22632794457274827,0.024809126182097213,0.958360622690362,1.260578274600051
2.75,220,0.5,800,0.0,220,ok,,866,0.6004618937644342,0.5310201912550878,0.9005357562127275,0.47537197439930623,0.20151881839065106,0.22632794457274827,0.024809126182097213,0.958360622690362,1.260578274600051
2.75,220,0.5,800,0.0,300,ok,,866,0.6004618937644342,0.5310201912550878,0.9005357562127275,0.47537197439930623,0.20151881839065106,0.22632794457274827,0.024809126182097213,0.958360622690362,1.260578274600051
2.75,250,0.7,650,0.015,300,ok,,866,0.6004618937644342,0.5303720553929379,0.9005370470037741,0.46436272002430673,0.21490591726975364,0.22632794457274827,0.01142202730299463,0.9652132097536262,1.263096869344892
2.75,250,0.7,500,0.035,100,ok,,866,0.6004618937644342,0.5303164013979402,0.900544214529194,0.46690202329409336,0.21264387828008477,0.22632794457274827,0.0136840662926635,0.9739351356998378,1.268476715549587
2.65,250,0.7,650,0.025,100,ok,,866,0.6004618937644342,0.5303054858658175,0.9005444903849285,0.4630155359829153,0.21858662207339705,0.22632794457274827,0.007741322499351222,0.9536556472252439,1.2587544774004202
2.75,250,0.5,500,0.045,220,ok,,866,0.6004618937644342,0.5304355455778557,0.9005454475134373,0.46224971652780555,0.22689103093416757,0.22632794457274827,0.0005630863614193016,0.9735387708991365,1.270802225762113
2.75,250,0.5,800,0.035,220,ok,,866,0.6004618937644342,0.5304075958323194,0.900546961502259,0.4609259573318162,0.22658197575050115,0.22632794457274827,0.00025403117775288364,0.9609451453887434,1.2636201915133987
2.65,250,0.9,500,0.015,100,ok,,866,0.6004618937644342,0.5303449369314917,0.9005472469661304,0.4660114969784576,0.2114685031551458,0.22632794457274827,0.014859441417602481,0.9607695913338303,1.2597151115031504
2.65,250,0.7,650,0.035,300,ok,,866,0.6004618937644342,0.5305331114822627,0.9005475077349819,0.4593238788889917,0.2322532348659954,0.22632794457274827,0.005925290293247121,0.9536556472252439,1.2587544774004202
2.75,250,0.5,650,0.035,300,ok,,866,0.6004618937644342,0.5304492817613077,0.9005482779249959,0.46106724318918646,0.22743188959985253,0.22632794457274827,0.0011039450271042583,0.9661070798444724,1.2662350626619938
2.75,250,0.5,800,0.035,150,ok,,866,0.6004618937644342,0.5303356955395302,0.9005495741002847,0.46212432346966764,0.22271654256859444,0.22632794457274827,0.0036114020041538297,0.9609451453887434,1.2636201915133987
2.65,250,0.7,500,0.025,150,ok,,866,0.6004618937644342,0.5303379855625681,0.900556506692553,0.4643570789984602,0.21756087491919537,0.22632794457274827,0.008767069653552895,0.9615161574706086,1.262505425033805
2.45,250,0.9,500,0.025,100,ok,,866,0.6004618937644342,0.5303812084610828,0.9005597284761394,0.4608738770484475,0.22556735528850375,0.22632794457274827,0.0007605892842445228,0.9396778663025218,1.2539286989653398
2.65,250,0.9,650,0.015,220,ok,,866,0.6004618937644342,0.5303760661234318,0.9005605860335955,0.462566690350195,0.21887290280232918,0.22632794457274827,0.007455041770419085,0.9536734250549359,1.2573832784639747
2.45,250,0.9,500,0.035,100,ok,,866,0.6004618937644342,0.5304102588325164,0.9005606255925113,0.4604436776517913,0.22851089866059018,0.22632794457274827,0.002182954087841915,0.9396778663025218,1.2539286989653398
2.75,250,0.5,500,0.035,300,ok,,866,0.6004618937644342,0.5304511980978979,0.9005771826082343,0.46229862101796676,0.2247847273615684,0.22632794457274827,0.0015432172111798648,0.9735387708991365,1.270802225762113
2.75,220,0.9,500,0.015,100,ok,,866,0.6004618937644342,0.5312460320146631,0.9005776177021448,0.4789166306677233,0.19921319200997886,0.22632794457274827,0.027114752562769406,0.9720213124757829,1.2646557937909142
2.75,220,0.5,500,0.025,100,ok,,866,0.6004618937644342,0.5310907023023498,0.9005787370722464,0.476755310062841,0.2039491929880556,0.22632794457274827,0.022378751584692658,0.9714447774226783,1.2688111837489233
2.75,250,0.5,650,0.045,100,ok,,866,0.6004618937644342,0.5302920463201334,0.9005790526405185,0.4639036658844542,0.21965236355142703,0.22632794457274827,0.006675581021321236,0.9661070798444724,1.2662350626619938
2.65,250,0.7,650,0.045,220,ok,,866,0.6004618937644342,0.5305636800837024,0.9005835984142531,0.45927548405695734,0.23435953843859456,0.22632794457274827,0.008031593865846287,0.9536556472252439,1.2587544774004202
2.75,250,0.9,800,0.045,300,ok,,866,0.6004618937644342,0.5306139237752555,0.9005895900714466,0.4587232480830346,0.2354684548381655,0.22632794457274827,0.009140510265417234,0.9606124399961199,1.261006411752607
2.65,250,0.9,800,0.045,100,ok,,866,0.6004618937644342,0.5303667051679649,0.9005904299313655,0.4605391473007408,0.22716406437413542,0.22632794457274827,0.0008361198013871474,0.949720456978736,1.2578218516336963
2.75,250,0.7,500,0.025,150,ok,,866,0.6004618937644342,0.5303706554294569,0.900590783651446,0.46658860605780605,0.21243143877387224,0.22632794457274827,0.013896505798876024,0.9739351356998378,1.268476715549587
2.75,250,0.5,650,0.035,150,ok,,866,0.6004618937644342,0.53034489716196,0.9005945269632998,0.463293674596766,0.2205323655915641,0.22632794457274827,0.005795578981184157,0.9661070798444724,1.2662350626619938
2.75,250,0.7,800,0.045,300,ok,,866,0.6004618937644342,0.5306170855346235,0.9006015372178091,0.458712291378359,0.23547793243094864,0.22632794457274827,0.00914998785820037,0.9606241435236172,1.261544270116653
2.75,250,0.5,800,0.045,220,ok,,866,0.6004618937644342,0.5305028934607382,0.9006016425512419,0.459853311801519,0.23172237014948197,0.22632794457274827,0.005394425576733697,0.9609451453887434,1.2636201915133987
2.65,250,0.7,800,0.045,100,ok,,866,0.6004618937644342,0.5303700598835326,0.9006032414321034,0.46052738897632295,0.22717427347210542,0.22632794457274827,0.0008463288993571516,0.9497321605062333,1.258369200642909
2.75,250,0.5,500,0.045,300,ok,,866,0.6004618937644342,0.5305420943008141,0.9006068789652703,0.4609281333127407,0.2307920048538011,0.22632794457274827,0.00446406028105284,0.9735387708991365,1.270802225762113
2.75,250,0.7,650,0.015,220,ok,,866,0.6004618937644342,0.5303871840579264,0.9006082465210536,0.4648025291636473,0.2136055926298758,0.22632794457274827,0.012722351942872467,0.9652132097536262,1.263096869344892
2.45,250,0.9,500,0.025,150,ok,,866,0.6004618937644342,0.5304621555845416,0.9006086528746297,0.4601338000457917,0.2282984591543777,0.22632794457274827,0.001970514581629418,0.9396778663025218,1.2539286989653398
2.75,250,0.5,500,0.045,150,ok,,866,0.6004618937644342,0.5303822782464032,0.9006136229837577,0.463796995546332,0.22192118827171603,0.22632794457274827,0.004406756301032239,0.9735387708991365,1.270802225762113
2.75,250,0.5,500,0.035,220,ok,,866,0.6004618937644342,0.5304170991525861,0.9006161308652539,0.46332651907412825,0.22175063653518678,0.22632794457274827,0.004577308037561484,0.9735387708991365,1.270802225762113
2.65,250,0.9,650,0.015,150,ok,,866,0.6004618937644342,0.5303753844895179,0.9006161544676368,0.4630797149234403,0.21721628858151196,0.22632794457274827,0.009111655991236312,0.9536734250549359,1.2573832784639747
2.75,250,0.5,800,0.035,300,ok,,866,0.6004618937644342,0.530507431928351,0.900619725583763,0.4599022639176479,0.2296160665768828,0.22632794457274827,0.0032881220041345305,0.9609451453887434,1.2636201915133987
2.75,250,0.9,800,0.025,100,ok,,866,0.6004618937644342,0.5303353630471734,0.9006203022657947,0.46378484279585347,0.21579456455333443,0.22632794457274827,0.01053338001941384,0.9606124399961199,1.261006411752607
2.65,250,0.7,650,0.015,300,ok,,866,0.6004618937644342,0.5304134958708822,0.9006205793678086,0.46205051759961746,0.22023867988153004,0.22632794457274827,0.0060892646912182324,0.9536556472252439,1.2587544774004202
2.55,250,0.9,650,0.035,100,ok,,866,0.6004618937644342,0.5304053322315428,0.9006213123894357,0.4602517874561765,0.22711875013824215,0.22632794457274827,0.0007908055654938795,0.9436160268683629,1.2552384166708923
2.75,250,0.5,800,0.035,100,ok,,866,0.6004618937644342,0.5303130030464577,0.9006240322540702,0.4631656494931119,0.2188929971563709,0.22632794457274827,0.007434947416377374,0.9609451453887434,1.2636201915133987
2.75,250,0.9,500,0.015,150,ok,,866,0.6004618937644342,0.53043130858896,0.9006245630412707,0.4677732606445073,0.20800236889390397,0.22632794457274827,0.018325575678844297,0.973506505424559,1.265970682758097
2.75,220,0.7,500,0.015,150,ok,,866,0.6004618937644342,0.5311973132621861,0.9006246606707257,0.47802930329273574,0.20123248450080067,0.22632794457274827,0.0250954600719476,0.9718244114818921,1.2670063080192706
2.65,250,0.9,800,0.035,100,ok,,866,0.6004618937644342,0.5303647349493296,0.9006310145528627,0.46097049540834056,0.22422052100204898,0.22632794457274827,0.0021074235706992905,0.949720456978736,1.2578218516336963
2.75,250,0.7,800,0.025,100,ok,,866,0.6004618937644342,0.5303383008386572,0.9006321887571679,0.4637738762474576,0.21580404214611756,0.22632794457274827,0.010523902426630705,0.9606241435236172,1.261544270116653
2.75,220,0.9,650,0.0,100,ok,,866,0.6004618937644342,0.5311992867842448,0.9006349276905022,0.47718165252806993,0.19873334672367218,0.22632794457274827,0.027594597849076086,0.9626992703269892,1.2593812039033963
2.75,220,0.9,650,0.0,150,ok,,866,0.6004618937644342,0.5311992867842448,0.9006349276905022,0.47718165252806993,0.19873334672367218,0.22632794457274827,0.027594597849076086,0.9626992703269892,1.2593812039033963
2.75,220,0.9,650,0.0,220,ok,,866,0.6004618937644342,0.5311992867842448,0.9006349276905022,0.47718165252806993,0.19873334672367218,0.22632794457274827,0.027594597849076086,0.9626992703269892,1.2593812039033963
2.75,220,0.9,650,0.0,300,ok,,866,0.6004618937644342,0.5311992867842448,0.9006349276905022,0.47718165252806993,0.19873334672367218,0.22632794457274827,0.027594597849076086,0.9626992703269892,1.2593812039033963
2.45,250,0.9,500,0.015,150,ok,,866,0.6004618937644342,0.5304300502858765,0.9006369302281167,0.4608600302435103,0.22426247423594164,0.22632794457274827,0.002065470336806624,0.9396778663025218,1.2539286989653398
2.45,250,0.9,500,0.015,100,ok,,866,0.6004618937644342,0.5303989770644696,0.9006369922194084,0.4613040764451038,0.22262381191641725,0.22632794457274827,0.003704132656331016,0.9396778663025218,1.2539286989653398
2.45,250,0.9,500,0.045,100,ok,,866,0.6004618937644342,0.5304861281787703,0.9006375141293747,0.460013478255135,0.2314544420326766,0.22632794457274827,0.005126497459928325,0.9396778663025218,1.2539286989653398
2.75,250,0.9,650,0.015,150,ok,,866,0.6004618937644342,0.5303953566451383,0.9006393416962213,0.4653904195167681,0.21188788870020858,0.22632794457274827,0.014440055872539687,0.9652309875833182,1.2617791725116114
2.65,250,0.7,800,0.035,100,ok,,866,0.6004618937644342,0.5303680887843654,0.9006438258132202,0.4609587370448779,0.224230730100019,0.22632794457274827,0.0020972144727292585,0.9497321605062333,1.258369200642909
2.45,250,0.9,500,0.015,220,ok,,866,0.6004618937644342,0.5304691125752597,0.9006442776085651,0.4603487345602816,0.22591908845675884,0.22632794457274827,0.0004088561159894255,0.9396778663025218,1.2539286989653398
2.55,250,0.9,650,0.045,100,ok,,866,0.6004618937644342,0.5304476983006259,0.9006455363457762,0.45982120386341574,0.23006229351032856,0.22632794457274827,0.0037343489375802896,0.9436160268683629,1.2552384166708923
2.65,250,0.7,650,0.015,220,ok,,866,0.6004618937644342,0.5304026975396379,0.9006472402476585,0.46248882577404365,0.21893835524165214,0.22632794457274827,0.007389589331096125,0.9536556472252439,1.2587544774004202
2.75,250,0.5,650,0.025,300,ok,,866,0.6004618937644342,0.5304318503611724,0.9006492727635167,0.46243479565401074,0.2214246121076198,0.22632794457274827,0.004903332465128474,0.9661070798444724,1.2662350626619938
2.55,250,0.7,500,0.045,100,ok,,866,0.6004618937644342,0.530390940188821,0.9006503674035286,0.46191011219414485,0.22615362533355748,0.22632794457274827,0.0001743192391907844,0.9502625046051029,1.2587658493687455
2.75,250,0.5,800,0.025,300,ok,,866,0.6004618937644342,0.5304482962759803,0.9006514251178255,0.46126739328056454,0.22360878908465012,0.22632794457274827,0.002719155488098146,0.9609451453887434,1.2636201915133987
2.75,250,0.5,800,0.025,220,ok,,866,0.6004618937644342,0.5304117610295839,0.9006608746204616,0.46199860286211325,0.22144158135152037,0.22632794457274827,0.004886363221227902,0.9609451453887434,1.2636201915133987
2.55,250,0.7,500,0.035,100,ok,,866,0.6004618937644342,0.5303713797590613,0.9006630950875799,0.46234169961431093,0.22321008196147107,0.22632794457274827,0.0031178626112771946,0.9502625046051029,1.2587658493687455
2.75,250,0.5,650,0.045,300,ok,,866,0.6004618937644342,0.5305940532160501,0.9006639511069263,0.45969969072436223,0.23343916709208518,0.22632794457274827,0.007111222519336907,0.9661070798444724,1.2662350626619938
2.45,250,0.9,500,0.015,300,ok,,866,0.6004618937644342,0.530508232558533,0.900664165198883,0.45991178250278064,0.2272194130966367,0.22632794457274827,0.000891468523888439,0.9396778663025218,1.2539286989653398
2.65,250,0.7,500,0.015,300,ok,,866,0.6004618937644342,0.5304205822596475,0.9006671218797611,0.46413359445271185,0.2164818288614544,0.22632794457274827,0.009846115711293874,0.9615161574706086,1.262505425033805
2.55,250,0.9,650,0.025,100,ok,,866,0.6004618937644342,0.5304097926119342,0.900674598212266,0.46068237104893706,0.2241752067661557,0.22632794457274827,0.0021527378065925584,0.9436160268683629,1.2552384166708923
2.55,250,0.7,500,0.035,150,ok,,866,0.6004618937644342,0.5304500308429813,0.9006751023905089,0.46130206931016315,0.22703362737369454,0.22632794457274827,0.0007056828009462668,0.9502625046051029,1.2587658493687455
2.65,250,0.9,800,0.035,150,ok,,866,0.6004618937644342,0.5304618086660764,0.9006799143552363,0.4599328217568612,0.22804406641427252,0.22632794457274827,0.001716121841524254,0.949720456978736,1.2578218516336963
2.65,250,0.9,650,0.015,100,ok,,866,0.6004618937644342,0.5303849599535249,0.9006831441826274,0.46352540338507414,0.2155776262619876,0.22632794457274827,0.010750318310760676,0.9536734250549359,1.2573832784639747
2.45,250,0.9,500,0.025,220,ok,,866,0.6004618937644342,0.5305637438527835,0.9006833579917554,0.4592816405737438,0.23105948285573963,0.22632794457274827,0.00473153828299136,0.9396778663025218,1.2539286989653398
2.65,250,0.7,500,0.025,100,ok,,866,0.6004618937644342,0.5303641396428734,0.9006875669851055,0.4651022741898617,0.21482977105332143,0.22632794457274827,0.011498173519426835,0.9615161574706086,1.262505425033805
2.65,250,0.7,800,0.035,150,ok,,866,0.6004618937644342,0.5304651833621739,0.9006927313062263,0.45992106430368546,0.22805427551224253,0.22632794457274827,0.0017263309394942583,0.9497321605062333,1.258369200642909
2.75,250,0.9,800,0.015,300,ok,,866,0.6004618937644342,0.5304401504754918,0.9006939503458432,0.46281887251801385,0.21744662236146745,0.22632794457274827,0.008881322211280823,0.9606124399961199,1.261006411752607
2.45,250,0.9,500,0.035,150,ok,,866,0.6004618937644342,0.5305644065949181,0.9006962971810384,0.4594075698480731,0.2323344440728137,0.22632794457274827,0.006006499500065432,0.9396778663025218,1.2539286989653398
2.75,250,0.5,650,0.025,220,ok,,866,0.6004618937644342,0.5304170621463825,0.900697064797661,0.46316743847944014,0.21925740437449004,0.22632794457274827,0.0070705401982582294,0.9661070798444724,1.2662350626619938
2.55,250,0.7,500,0.025,220,ok,,866,0.6004618937644342,0.5304735926846723,0.9006974204214799,0.46117577289379286,0.22575866615662052,0.22632794457274827,0.0005692784161277498,0.9502625046051029,1.2587658493687455
2.65,250,0.7,650,0.015,150,ok,,866,0.6004618937644342,0.5304017812290523,0.9007027433935293,0.463001837065831,0.217281741020835,0.22632794457274827,0.009046203551913268,0.9536556472252439,1.2587544774004202
2.55,250,0.9,650,0.025,150,ok,,866,0.6004618937644342,0.5304781408704332,0.9007052823228948,0.45994221650381323,0.22690631063202965,0.22632794457274827,0.0005783660592813822,0.9436160268683629,1.2552384166708923
2.75,250,0.7,800,0.015,300,ok,,866,0.6004618937644342,0.5304431615795231,0.9007058566033695,0.46280790918901776,0.21745609995425053,0.22632794457274827,0.008871844618497743,0.9606241435236172,1.261544270116653
2.75,220,0.7,650,0.0,100,ok,,866,0.6004618937644342,0.5312170933836119,0.9007077002023735,0.4771144765109453,0.19879139111502298,0.22632794457274827,0.027536553457725294,0.962699315438665,1.2606963733423613
2.75,220,0.7,650,0.0,150,ok,,866,0.6004618937644342,0.5312170933836119,0.9007077002023735,0.4771144765109453,0.19879139111502298,0.22632794457274827,0.027536553457725294,0.962699315438665,1.2606963733423613
2.75,220,0.7,650,0.0,220,ok,,866,0.6004618937644342,0.5312170933836119,0.9007077002023735,0.4771144765109453,0.19879139111502298,0.22632794457274827,0.027536553457725294,0.962699315438665,1.2606963733423613
2.75,220,0.7,650,0.0,300,ok,,866,0.6004618937644342,0.5312170933836119,0.9007077002023735,0.4771144765109453,0.19879139111502298,0.22632794457274827,0.027536553457725294,0.962699315438665,1.2606963733423613
2.55,250,0.7,500,0.025,150,ok,,866,0.6004618937644342,0.5304256477020032,0.900712940544576,0.4620306939600858,0.22299764245525855,0.22632794457274827,0.0033303021174897196,0.9502625046051029,1.2587658493687455
2.55,250,0.7,650,0.035,100,ok,,866,0.6004618937644342,0.5304349878047487,0.9007141596173277,0.460168755641058,0.22718893595614395,0.22632794457274827,0.0008609913833956817,0.9436823196191009,1.2566609377040623
2.75,250,0.7,650,0.015,150,ok,,866,0.6004618937644342,0.530418830090352,0.9007201607953348,0.4653173255050245,0.2119489784090586,0.22632794457274827,0.014378966163689666,0.9652132097536262,1.263096869344892
2.55,250,0.7,500,0.025,300,ok,,866,0.6004618937644342,0.5305324033340867,0.9007212304263741,0.4604452843829026,0.22792587388975027,0.22632794457274827,0.001597929317002006,0.9502625046051029,1.2587658493687455
2.75,250,0.7,500,0.015,300,ok,,866,0.6004618937644342,0.5304675825952944,0.9007241657650155,0.46636428782053835,0.2113523927161313,0.22632794457274827,0.014975551856616975,0.9739351356998378,1.268476715549587
2.75,250,0.5,650,0.035,100,ok,,866,0.6004618937644342,0.5303552299344263,0.900727034105484,0.46433700164703573,0.2167088201793406,0.22632794457274827,0.009619124393407674,0.9661070798444724,1.2662350626619938
2.75,250,0.5,800,0.025,150,ok,,866,0.6004618937644342,0.5303969582505159,0.9007271881134647,0.46285457867486435,0.2186805576501584,0.22632794457274827,0.007647386922589872,0.9609451453887434,1.2636201915133987
2.55,250,0.9,650,0.035,150,ok,,866,0.6004618937644342,0.5305418507729014,0.9007322235826934,0.459215571093003,0.2309422955504657,0.22632794457274827,0.004614350977717424,0.9436160268683629,1.2552384166708923
2.65,250,0.7,500,0.015,220,ok,,866,0.6004618937644342,0.5304322985478954,0.9007350429280818,0.46457338771586665,0.21518150422157656,0.22632794457274827,0.01114644035117171,0.9615161574706086,1.262505425033805
2.65,250,0.9,800,0.025,150,ok,,866,0.6004618937644342,0.5304497607219318,0.9007363085636588,0.46066064805059775,0.2240080814958365,0.22632794457274827,0.00231986307691176,0.949720456978736,1.2578218516336963
2.75,250,0.9,800,0.015,220,ok,,866,0.6004618937644342,0.5304399172773204,0.9007379607318424,0.4632576507458412,0.21614629772158958,0.22632794457274827,0.010181646851158688,0.9606124399961199,1.261006411752607
2.55,250,0.7,650,0.045,100,ok,,866,0.6004618937644342,0.530477367203475,0.9007383873590883,0.45973817283179225,0.2301324793282304,0.22632794457274827,0.0038045347554821196,0.9436823196191009,1.2566609377040623
2.65,250,0.9,800,0.045,150,ok,,866,0.6004618937644342,0.530544037440949,0.9007403971481722,0.4592049954631246,0.23208005133270854,0.22632794457274827,0.005752106759960268,0.949720456978736,1.2578218516336963
